Order_Number,Customer_identifier,Order_Date,City,Region,State_Code,Country_Code,Cart_Discount_Amount,Order_Subtotal_Amount,Shipping_Method_Title,Currency,Currency_Symbol,Order_Shipping_Amount,Order_Refund_Amount,Order_Total_Amount,Order_Total_Tax_Amount,SKU,Item_#,Item_Name,Quantity_(- Refund),Item_Cost,Coupon_Code,Discount_Amount,Discount_Amount_Tax,Attribution,Website
1461,52,25/07/2024,Glasgow,Scotland,Scotland,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1308,52,25/06/2024,Glasgow,Scotland,Scotland,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1160,52,25/05/2024,Glasgow,Scotland,Scotland,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
998,52,25/04/2024,Glasgow,Scotland,Scotland,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
823,52,25/03/2024,Glasgow,Scotland,Scotland,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
6268,53,18/10/2024,Berwick-Upon-Tweed,North East,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Referral: Com.google.android.gm,Squarespace
6464,53,18/11/2024,Berwick-Upon-Tweed,North East,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7626,53,24/04/2025,Berwick-Upon-Tweed,North East,Northumberland,GB,0,10.41,Royal Mail Second Class,GBP,£,2.99,0,15.48,2.08,SQ7734740,1,Monthly Subscription,1,10.41,,,,Direct,Squarespace
5450,53,14/09/2024,Berwick-Upon-Tweed,North East,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Woocommerce
1552,53,14/08/2024,Berwick-Upon-Tweed,North East,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1401,53,14/07/2024,Berwick-Upon-Tweed,North East,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1249,53,14/06/2024,Berwick-Upon-Tweed,North East,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1117,53,14/05/2024,Berwick-Upon-Tweed,North East,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
769,53,08/03/2024,Berwick-Upon-Tweed,North East,England,GB,3,19.99,Shipping,GBP,£,2.99,0,19.98,2.83,,1,One Month's Supply,1,19.99,discount,3,0,Unknown,Woocommerce
608,53,14/01/2024,Berwick-Upon-Tweed,North East,England,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
7613,54,24/04/2025,Derby,East Midlands,,GB,0,29.98,Royal Mail First Class,GBP,£,3.99,0,39.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Direct,Squarespace
5867,55,24/09/2024,Carrickfergus,Northern Ireland,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
6495,55,24/11/2024,Carrickfergus,Northern Ireland,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6721,55,24/12/2024,Carrickfergus,Northern Ireland,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6997,55,24/01/2025,Carrickfergus,Northern Ireland,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7208,55,24/02/2025,Carrickfergus,Northern Ireland,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Web admin,Squarespace
7430,55,24/03/2025,Carrickfergus,Northern Ireland,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7612,55,24/04/2025,Carrickfergus,Northern Ireland,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
1595,55,24/08/2024,Carrickfergus,Northern Ireland,Northern Ireland,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1456,55,24/07/2024,Carrickfergus,Northern Ireland,Northern Ireland,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
5654,56,19/09/2024,Ross On Wye,West Midlands,Herefordshire,GB,0,10.41,Royal Mail Second Class,GBP,£,2.99,0,15.48,2.08,SQ7734740,1,Monthly Subscription,1,10.41,,,,Unknown,Squarespace
6296,56,23/10/2024,Ross On Wye,West Midlands,Herefordshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6494,56,23/11/2024,Ross On Wye,West Midlands,Herefordshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
6720,56,23/12/2024,Ross On Wye,West Midlands,Herefordshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6996,56,23/01/2025,Ross On Wye,West Midlands,Herefordshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Referral: Bing.com,Squarespace
7207,56,23/02/2025,Ross On Wye,West Midlands,Herefordshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7429,56,23/03/2025,Ross On Wye,West Midlands,Herefordshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7611,56,23/04/2025,Ross On Wye,West Midlands,Herefordshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
1563,56,16/08/2024,Ross On Wye,West Midlands,Herefordshire,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1415,56,16/07/2024,Ross On Wye,West Midlands,Herefordshire,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
6315,57,27/10/2024,Hedge End,South East,hampshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6646,57,12/12/2024,Hedge End,South East,hampshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6828,57,12/01/2025,Hedge End,South East,hampshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Web admin,Squarespace
7425,57,23/03/2025,Hedge End,South East,hampshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7609,57,23/04/2025,Hedge End,South East,hampshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
1278,57,20/06/2024,Hedge End,South East,hampshire,GB,9,35.98,Shipping,GBP,£,3.99,0,30.97,4.49,,1,8 Week Trial,1,35.98,discount,9,0,Unknown,Woocommerce
5850,58,23/09/2024,Stone,West Midlands,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
6294,58,23/10/2024,Stone,West Midlands,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
6493,58,23/11/2024,Stone,West Midlands,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
6719,58,23/12/2024,Stone,West Midlands,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6994,58,23/01/2025,Stone,West Midlands,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7205,58,23/02/2025,Stone,West Midlands,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7424,58,23/03/2025,Stone,West Midlands,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7608,58,23/04/2025,Stone,West Midlands,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
1592,58,23/08/2024,Stone,West Midlands,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1447,58,23/07/2024,Stone,West Midlands,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1296,58,23/06/2024,Stone,West Midlands,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1148,58,23/05/2024,Stone,West Midlands,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
952,58,23/04/2024,Stone,West Midlands,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
733,58,26/02/2024,Stone,West Midlands,England,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
5849,59,23/09/2024,Winchester,South East,Hants,GB,0,20.83,Royal Mail Second Class,GBP,£,2.99,0,27.98,4.16,SQ6831832,1,Ferrocalm Your Life,1,20.83,,,,Direct,Squarespace
6293,59,23/10/2024,Winchester,South East,Hants,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6492,59,23/11/2024,Winchester,South East,Hants,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6718,59,23/12/2024,Winchester,South East,Hants,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Referral: Bing.com,Squarespace
6993,59,23/01/2025,Winchester,South East,Hants,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7204,59,23/02/2025,Winchester,South East,Hants,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7423,59,23/03/2025,Winchester,South East,Hants,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7607,59,23/04/2025,Winchester,South East,Hants,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
1593,59,23/08/2024,Winchester,South East,Hants,GB,0,24.99,Shipping,GBP,£,2.99,0,27.98,4.17,,1,Ferrocalm Your Life,1,24.99,,,,Unknown,Woocommerce
1448,59,23/07/2024,Winchester,South East,Hants,GB,0,24.99,Shipping,GBP,£,2.99,0,27.98,4.17,,1,Ferrocalm Your Life,1,24.99,,,,Unknown,Woocommerce
1297,59,23/06/2024,Winchester,South East,Hants,GB,0,24.99,Shipping,GBP,£,2.99,0,27.98,4.17,,1,Ferrocalm Your Life,1,24.99,,,,Unknown,Woocommerce
1149,59,23/05/2024,Winchester,South East,Hants,GB,0,24.99,Shipping,GBP,£,2.99,0,27.98,4.17,,1,Ferrocalm Your Life,1,24.99,,,,Unknown,Woocommerce
953,59,23/04/2024,Winchester,South East,Hants,GB,0,24.99,Shipping,GBP,£,2.99,0,27.98,4.17,,1,Ferrocalm Your Life,1,24.99,,,,Unknown,Woocommerce
816,59,23/03/2024,Winchester,South East,Hants,GB,0,24.99,Shipping,GBP,£,2.99,0,27.98,4.17,,1,Ferrocalm Your Life,1,24.99,,,,Unknown,Woocommerce
721,59,23/02/2024,Winchester,South East,Hants,GB,0,24.99,Shipping,GBP,£,2.99,0,27.98,4.17,,1,Ferrocalm Your Life,1,24.99,,,,Unknown,Woocommerce
629,59,23/01/2024,Winchester,South East,Hants,GB,0,24.99,Shipping,GBP,£,2.99,0,27.98,4.17,,1,Ferrocalm Your Life,1,24.99,,,,Unknown,Woocommerce
501,59,02/12/2023,Winchester,South East,Hampshire,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
5844,60,22/09/2024,Chester,North West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6290,60,22/10/2024,Chester,North West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6491,60,22/11/2024,Chester,North West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
6714,60,22/12/2024,Chester,North West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
6986,60,22/01/2025,Chester,North West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7200,60,22/02/2025,Chester,North West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7420,60,22/03/2025,Chester,North West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7606,60,22/04/2025,Chester,North West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
1589,60,22/08/2024,Chester,North West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1445,60,22/07/2024,Chester,North West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1292,60,22/06/2024,Chester,North West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1141,60,22/05/2024,Chester,North West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
916,60,22/04/2024,Chester,North West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
814,60,22/03/2024,Chester,North West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
716,60,22/02/2024,Chester,North West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
626,60,22/01/2024,Chester,North West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
459,60,16/11/2023,Chester,North West,England,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
7605,61,21/04/2025,Bristol,South West,,GB,0,29.98,Royal Mail Second Class,GBP,£,2.99,0,38.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Direct,Squarespace
6287,62,21/10/2024,London,Greater London,,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
6489,62,21/11/2024,London,Greater London,,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
6712,62,21/12/2024,London,Greater London,,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6985,62,21/01/2025,London,Greater London,,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7195,62,21/02/2025,London,Greater London,,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7419,62,21/03/2025,London,Greater London,,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7604,62,21/04/2025,London,Greater London,,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
1614,63,27/08/2024,Abergavenny,Wales,BFP,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1477,63,27/07/2024,Abergavenny,Wales,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1323,63,27/06/2024,Abergavenny,Wales,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1169,63,27/05/2024,Abergavenny,Wales,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1017,63,27/04/2024,Abergavenny,Wales,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
832,63,27/03/2024,Abergavenny,Wales,BFP,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
736,63,27/02/2024,Abergavenny,Wales,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
644,63,27/01/2024,Abergavenny,Wales,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
552,63,27/12/2023,Abergavenny,Wales,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
491,63,27/11/2023,Abergavenny,Wales,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
409,63,27/10/2023,Abergavenny,Wales,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
346,63,27/09/2023,Abergavenny,Wales,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
299,63,27/08/2023,Abergavenny,Wales,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
207,63,07/06/2023,Abergavenny,Wales,,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,4.99,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
91,63,23/02/2023,Abergavenny,Wales,,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,0,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
66,63,21/01/2023,Abergavenny,Wales,,GB,0,29.98,Shipping,GBP,£,3.99,0,33.97,0,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
5841,63,21/09/2024,Bristol,South West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6283,63,21/10/2024,Bristol,South West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6482,63,21/11/2024,Bristol,South West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6710,63,21/12/2024,Bristol,South West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
6977,63,21/01/2025,Bristol,South West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7193,63,21/02/2025,Bristol,South West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7414,63,21/03/2025,Bristol,South West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7603,63,21/04/2025,Bristol,South West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
5840,64,21/09/2024,Llantwit Major,Wales,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6282,64,21/10/2024,Llantwit Major,Wales,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6481,64,21/11/2024,Llantwit Major,Wales,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Referral: Ferryx.com,Squarespace
6709,64,21/12/2024,Llantwit Major,Wales,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6976,64,21/01/2025,Llantwit Major,Wales,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7192,64,21/02/2025,Llantwit Major,Wales,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7413,64,21/03/2025,Llantwit Major,Wales,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7602,64,21/04/2025,Llantwit Major,Wales,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
1586,64,21/08/2024,Llantwit Major,Wales,Wales,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1440,64,21/07/2024,Llantwit Major,Wales,Wales,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1287,64,21/06/2024,Llantwit Major,Wales,Wales,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1135,64,21/05/2024,Llantwit Major,Wales,Wales,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
912,64,21/04/2024,Llantwit Major,Wales,Wales,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
810,64,21/03/2024,Llantwit Major,Wales,Wales,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
711,64,21/02/2024,Llantwit Major,Wales,Wales,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
550,64,27/12/2023,Llantwit Major,Wales,Wales,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,8 Week Trial,1,35.98,,,,Unknown,Woocommerce
6973,65,21/01/2025,Bristol,South West,Gloucestershire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7190,65,21/02/2025,Bristol,South West,Gloucestershire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Referral: M.facebook.com,Squarespace
